region_user,subclass_A_positive,subclass_B_negative,same_cell_type_label,separator_gene,mean_log2_A,mean_log2_B,pct_A,pct_B,log2_gap
AId,049 Lamp5 Gaba,053 Sst Gaba,True,Ndnf,5.216,0.38,59.7,6.0,4.837
AId,049 Lamp5 Gaba,053 Sst Gaba,True,Tnnt1,2.729,0.024,39.1,0.4,2.705
AId,049 Lamp5 Gaba,053 Sst Gaba,True,Sp9,3.035,0.623,46.2,10.7,2.412
AId,052 Pvalb Gaba,006 L4/5 IT CTX Glut,False,Nxph1,10.47,0.66,99.9,11.8,9.81
AId,052 Pvalb Gaba,006 L4/5 IT CTX Glut,False,Gad2,9.434,0.708,99.5,13.3,8.726
AId,052 Pvalb Gaba,006 L4/5 IT CTX Glut,False,Sox6,8.35,0.162,96.2,3.1,8.187
AId,052 Pvalb Gaba,006 L4/5 IT CTX Glut,False,Pvalb,7.878,0.148,86.0,2.7,7.73
AId,052 Pvalb Gaba,006 L4/5 IT CTX Glut,False,Slc32a1,7.857,0.177,95.5,3.3,7.68
AId,052 Pvalb Gaba,006 L4/5 IT CTX Glut,False,Tac1,6.325,0.137,75.2,2.7,6.188
AId,052 Pvalb Gaba,006 L4/5 IT CTX Glut,False,Lhx6,5.71,0.085,79.4,1.6,5.626
AId,052 Pvalb Gaba,006 L4/5 IT CTX Glut,False,Bcl11b,5.986,0.703,82.0,13.2,5.283
AId,052 Pvalb Gaba,006 L4/5 IT CTX Glut,False,Cartpt,4.472,0.64,60.7,10.1,3.832
AId,052 Pvalb Gaba,006 L4/5 IT CTX Glut,False,Moxd1,3.886,0.13,50.4,2.4,3.756
AId,052 Pvalb Gaba,006 L4/5 IT CTX Glut,False,Sema5a,4.487,0.835,62.3,14.8,3.652
AId,052 Pvalb Gaba,006 L4/5 IT CTX Glut,False,Sp9,2.857,0.029,45.6,0.6,2.827
AId,052 Pvalb Gaba,007 L2/3 IT CTX Glut,False,Nxph1,10.47,0.588,99.9,10.9,9.883
AId,052 Pvalb Gaba,007 L2/3 IT CTX Glut,False,Gad2,9.434,0.722,99.5,13.8,8.712
AId,052 Pvalb Gaba,007 L2/3 IT CTX Glut,False,Sox6,8.35,0.198,96.2,3.9,8.152
AId,052 Pvalb Gaba,007 L2/3 IT CTX Glut,False,Pvalb,7.878,0.135,86.0,2.4,7.743
AId,052 Pvalb Gaba,007 L2/3 IT CTX Glut,False,Slc32a1,7.857,0.163,95.5,3.1,7.694
AId,052 Pvalb Gaba,007 L2/3 IT CTX Glut,False,Tac1,6.325,0.136,75.2,2.6,6.189
AId,052 Pvalb Gaba,007 L2/3 IT CTX Glut,False,Lhx6,5.71,0.091,79.4,1.7,5.62
AId,052 Pvalb Gaba,007 L2/3 IT CTX Glut,False,Cartpt,4.472,0.092,60.7,1.6,4.38
AId,052 Pvalb Gaba,007 L2/3 IT CTX Glut,False,Sema5a,4.487,0.424,62.3,7.8,4.063
AId,052 Pvalb Gaba,007 L2/3 IT CTX Glut,False,Moxd1,3.886,0.141,50.4,2.7,3.745
AId,052 Pvalb Gaba,007 L2/3 IT CTX Glut,False,Sp9,2.857,0.027,45.6,0.6,2.829
AId,052 Pvalb Gaba,007 L2/3 IT CTX Glut,False,Dlx1,2.707,0.095,44.0,1.8,2.612
AId,052 Pvalb Gaba,022 L5 ET CTX Glut,False,Nxph1,10.47,0.424,99.9,8.2,10.046
AId,052 Pvalb Gaba,022 L5 ET CTX Glut,False,Sox6,8.35,0.199,96.2,4.1,8.15
AId,052 Pvalb Gaba,022 L5 ET CTX Glut,False,Pvalb,7.878,0.146,86.0,3.0,7.732
AId,052 Pvalb Gaba,022 L5 ET CTX Glut,False,Slc32a1,7.857,0.226,95.5,4.7,7.631
AId,052 Pvalb Gaba,022 L5 ET CTX Glut,False,Maf,7.041,0.422,89.0,8.9,6.619
AId,052 Pvalb Gaba,022 L5 ET CTX Glut,False,Tac1,6.325,0.169,75.2,3.4,6.156
AId,052 Pvalb Gaba,022 L5 ET CTX Glut,False,Lhx6,5.71,0.096,79.4,1.9,5.614
AId,052 Pvalb Gaba,022 L5 ET CTX Glut,False,Cux2,5.246,0.369,72.9,7.5,4.877
AId,052 Pvalb Gaba,022 L5 ET CTX Glut,False,Sema5a,4.487,0.34,62.3,6.8,4.147
AId,052 Pvalb Gaba,022 L5 ET CTX Glut,False,Cartpt,4.472,0.53,60.7,10.1,3.942
AId,052 Pvalb Gaba,022 L5 ET CTX Glut,False,Moxd1,3.886,0.059,50.4,1.2,3.827
AId,052 Pvalb Gaba,022 L5 ET CTX Glut,False,Sp9,2.857,0.044,45.6,0.9,2.812
AId,052 Pvalb Gaba,029 L6b CTX Glut,False,Nxph1,10.47,0.7,99.9,10.9,9.77
AId,052 Pvalb Gaba,029 L6b CTX Glut,False,Slc6a1,10.372,0.616,99.9,11.4,9.756
AId,052 Pvalb Gaba,029 L6b CTX Glut,False,Gad2,9.434,0.685,99.5,12.5,8.748
AId,052 Pvalb Gaba,029 L6b CTX Glut,False,Sox6,8.35,0.132,96.2,2.5,8.218
AId,052 Pvalb Gaba,029 L6b CTX Glut,False,Slc32a1,7.857,0.152,95.5,2.7,7.705
AId,052 Pvalb Gaba,029 L6b CTX Glut,False,Maf,7.041,0.192,89.0,3.6,6.849
AId,052 Pvalb Gaba,029 L6b CTX Glut,False,Tac1,6.325,0.1,75.2,1.8,6.226
AId,052 Pvalb Gaba,029 L6b CTX Glut,False,Lhx6,5.71,0.102,79.4,2.0,5.609
AId,052 Pvalb Gaba,029 L6b CTX Glut,False,Cux2,5.246,0.297,72.9,5.7,4.949
AId,052 Pvalb Gaba,029 L6b CTX Glut,False,Cartpt,4.472,0.091,60.7,1.6,4.381
AId,052 Pvalb Gaba,029 L6b CTX Glut,False,Calb1,4.104,0.529,48.4,9.6,3.576
AId,052 Pvalb Gaba,029 L6b CTX Glut,False,Sp9,2.857,0.033,45.6,0.7,2.823
AId,052 Pvalb Gaba,030 L6 CT CTX Glut,False,Nxph1,10.47,0.431,99.9,7.6,10.039
AId,052 Pvalb Gaba,030 L6 CT CTX Glut,False,Slc6a1,10.372,0.753,99.9,13.4,9.619
AId,052 Pvalb Gaba,030 L6 CT CTX Glut,False,Gad2,9.434,0.676,99.5,12.1,8.758
AId,052 Pvalb Gaba,030 L6 CT CTX Glut,False,Sox6,8.35,0.149,96.2,2.8,8.2
AId,052 Pvalb Gaba,030 L6 CT CTX Glut,False,Pvalb,7.878,0.123,86.0,2.1,7.755
AId,052 Pvalb Gaba,030 L6 CT CTX Glut,False,Slc32a1,7.857,0.18,95.5,3.2,7.678
AId,052 Pvalb Gaba,030 L6 CT CTX Glut,False,Maf,7.041,0.293,89.0,5.2,6.748
AId,052 Pvalb Gaba,030 L6 CT CTX Glut,False,Tac1,6.325,0.118,75.2,2.2,6.207
AId,052 Pvalb Gaba,030 L6 CT CTX Glut,False,Lhx6,5.71,0.092,79.4,1.6,5.618
AId,052 Pvalb Gaba,030 L6 CT CTX Glut,False,Cux2,5.246,0.281,72.9,5.0,4.965
AId,052 Pvalb Gaba,030 L6 CT CTX Glut,False,Cartpt,4.472,0.062,60.7,1.1,4.41
AId,052 Pvalb Gaba,030 L6 CT CTX Glut,False,Moxd1,3.886,0.059,50.4,1.1,3.827
AId,052 Pvalb Gaba,032 L5 NP CTX Glut,False,Gad1,9.639,0.811,99.7,13.0,8.828
AId,052 Pvalb Gaba,032 L5 NP CTX Glut,False,Gad2,9.434,0.617,99.5,10.0,8.817
AId,052 Pvalb Gaba,032 L5 NP CTX Glut,False,Sox6,8.35,0.162,96.2,2.6,8.188
AId,052 Pvalb Gaba,032 L5 NP CTX Glut,False,Pvalb,7.878,0.131,86.0,2.0,7.747
AId,052 Pvalb Gaba,032 L5 NP CTX Glut,False,Slc32a1,7.857,0.146,95.5,2.4,7.711
AId,052 Pvalb Gaba,032 L5 NP CTX Glut,False,Zfp804b,7.5,0.375,86.2,6.0,7.125
AId,052 Pvalb Gaba,032 L5 NP CTX Glut,False,Maf,7.041,0.814,89.0,12.4,6.227
AId,052 Pvalb Gaba,032 L5 NP CTX Glut,False,Tac1,6.325,0.116,75.2,1.9,6.209
AId,052 Pvalb Gaba,032 L5 NP CTX Glut,False,Lhx6,5.71,0.059,79.4,1.0,5.651
AId,052 Pvalb Gaba,032 L5 NP CTX Glut,False,Cux2,5.246,0.451,72.9,7.2,4.795
AId,052 Pvalb Gaba,032 L5 NP CTX Glut,False,Cartpt,4.472,0.098,60.7,1.5,4.374
AId,052 Pvalb Gaba,032 L5 NP CTX Glut,False,Moxd1,3.886,0.046,50.4,0.7,3.841
AId,052 Pvalb Gaba,046 Vip Gaba,True,Sox6,8.35,0.165,96.2,2.7,8.185
AId,052 Pvalb Gaba,046 Vip Gaba,True,Pvalb,7.878,0.243,86.0,3.7,7.635
AId,052 Pvalb Gaba,046 Vip Gaba,True,Mpped1,7.614,0.831,93.9,12.7,6.783
AId,052 Pvalb Gaba,046 Vip Gaba,True,Tac1,6.325,0.136,75.2,2.2,6.189
AId,052 Pvalb Gaba,046 Vip Gaba,True,Lhx6,5.71,0.066,79.4,1.1,5.644
AId,052 Pvalb Gaba,046 Vip Gaba,True,Cartpt,4.472,0.098,60.7,1.5,4.374
AId,052 Pvalb Gaba,046 Vip Gaba,True,Moxd1,3.886,0.052,50.4,0.8,3.834
AId,052 Pvalb Gaba,046 Vip Gaba,True,Calb1,4.104,0.489,48.4,7.6,3.615
AId,052 Pvalb Gaba,046 Vip Gaba,True,Npnt,2.26,0.022,34.8,0.3,2.238
AId,052 Pvalb Gaba,046 Vip Gaba,True,Sp9,2.857,0.632,45.6,9.5,2.225
AId,052 Pvalb Gaba,046 Vip Gaba,True,Slc30a3,2.805,0.64,43.9,9.8,2.166
AId,052 Pvalb Gaba,046 Vip Gaba,True,Whrn,2.382,0.309,37.5,4.9,2.072
AId,052 Pvalb Gaba,049 Lamp5 Gaba,True,Sox6,8.35,0.182,96.2,3.1,8.167
AId,052 Pvalb Gaba,049 Lamp5 Gaba,True,Pvalb,7.878,0.123,86.0,2.0,7.755
AId,052 Pvalb Gaba,049 Lamp5 Gaba,True,Tac1,6.325,0.126,75.2,2.2,6.199
AId,052 Pvalb Gaba,049 Lamp5 Gaba,True,Lhx6,5.71,0.073,79.4,1.3,5.637
AId,052 Pvalb Gaba,049 Lamp5 Gaba,True,Cartpt,4.472,0.037,60.7,0.6,4.435
AId,052 Pvalb Gaba,049 Lamp5 Gaba,True,Moxd1,3.886,0.072,50.4,1.2,3.814
AId,052 Pvalb Gaba,049 Lamp5 Gaba,True,Calb1,4.104,0.614,48.4,9.9,3.491
AId,052 Pvalb Gaba,049 Lamp5 Gaba,True,Whrn,2.382,0.124,37.5,2.2,2.257
AId,052 Pvalb Gaba,049 Lamp5 Gaba,True,Npnt,2.26,0.048,34.8,0.8,2.212
AId,052 Pvalb Gaba,049 Lamp5 Gaba,True,Etv1,2.748,0.548,40.0,9.4,2.2
AId,052 Pvalb Gaba,049 Lamp5 Gaba,True,Slc30a3,2.805,0.851,43.9,14.1,1.955
AId,052 Pvalb Gaba,053 Sst Gaba,True,Pvalb,7.878,0.588,86.0,9.3,7.29
AId,052 Pvalb Gaba,053 Sst Gaba,True,Tac1,6.325,0.332,75.2,5.1,5.994
AId,052 Pvalb Gaba,053 Sst Gaba,True,Sema5a,4.487,0.803,62.3,13.0,3.684
AId,052 Pvalb Gaba,053 Sst Gaba,True,Sp9,2.857,0.623,45.6,10.7,2.233
AId,052 Pvalb Gaba,053 Sst Gaba,True,Npnt,2.26,0.462,34.8,7.6,1.798
AId,052 Pvalb Gaba,053 Sst Gaba,True,Nfib,1.88,0.714,27.9,12.2,1.166
AId,053 Sst Gaba,006 L4/5 IT CTX Glut,False,Nxph1,10.388,0.66,99.9,11.8,9.728
AId,053 Sst Gaba,006 L4/5 IT CTX Glut,False,Gad2,9.823,0.708,99.8,13.3,9.115
AId,053 Sst Gaba,006 L4/5 IT CTX Glut,False,Sox6,7.899,0.162,92.0,3.1,7.736
AId,053 Sst Gaba,006 L4/5 IT CTX Glut,False,Slc32a1,7.684,0.177,94.8,3.3,7.507
AId,053 Sst Gaba,006 L4/5 IT CTX Glut,False,Reln,7.541,0.558,81.9,10.1,6.983
AId,053 Sst Gaba,006 L4/5 IT CTX Glut,False,Lhx6,6.369,0.085,86.0,1.6,6.284
AId,053 Sst Gaba,006 L4/5 IT CTX Glut,False,Bcl11b,5.623,0.703,78.8,13.2,4.92
AId,053 Sst Gaba,006 L4/5 IT CTX Glut,False,Dlx1,4.596,0.11,67.8,2.1,4.487
AId,053 Sst Gaba,006 L4/5 IT CTX Glut,False,Moxd1,4.162,0.13,53.6,2.4,4.032
AId,053 Sst Gaba,006 L4/5 IT CTX Glut,False,Pcdh8,2.877,0.29,41.7,5.6,2.586
AId,053 Sst Gaba,006 L4/5 IT CTX Glut,False,Baiap3,2.535,0.088,37.4,1.8,2.447
AId,053 Sst Gaba,006 L4/5 IT CTX Glut,False,Ptpru,2.939,0.532,44.3,10.3,2.406
AId,053 Sst Gaba,007 L2/3 IT CTX Glut,False,Nxph1,10.388,0.588,99.9,10.9,9.801
AId,053 Sst Gaba,007 L2/3 IT CTX Glut,False,Gad2,9.823,0.722,99.8,13.8,9.101
AId,053 Sst Gaba,007 L2/3 IT CTX Glut,False,Sox6,7.899,0.198,92.0,3.9,7.701
AId,053 Sst Gaba,007 L2/3 IT CTX Glut,False,Slc32a1,7.684,0.163,94.8,3.1,7.521
AId,053 Sst Gaba,007 L2/3 IT CTX Glut,False,Lhx6,6.369,0.091,86.0,1.7,6.278
AId,053 Sst Gaba,007 L2/3 IT CTX Glut,False,Dlx1,4.596,0.095,67.8,1.8,4.502
AId,053 Sst Gaba,007 L2/3 IT CTX Glut,False,Moxd1,4.162,0.141,53.6,2.7,4.021
AId,053 Sst Gaba,007 L2/3 IT CTX Glut,False,Pde1c,3.845,0.683,52.2,13.4,3.162
AId,053 Sst Gaba,007 L2/3 IT CTX Glut,False,Thsd7b,3.155,0.533,45.4,9.8,2.623
AId,053 Sst Gaba,007 L2/3 IT CTX Glut,False,Baiap3,2.535,0.105,37.4,2.2,2.43
AId,053 Sst Gaba,007 L2/3 IT CTX Glut,False,Whrn,2.522,0.135,38.0,2.7,2.386
AId,053 Sst Gaba,007 L2/3 IT CTX Glut,False,Dlx2,2.045,0.017,34.7,0.3,2.027
AId,053 Sst Gaba,022 L5 ET CTX Glut,False,Nxph1,10.388,0.424,99.9,8.2,9.964
AId,053 Sst Gaba,022 L5 ET CTX Glut,False,Sox6,7.899,0.199,92.0,4.1,7.7
AId,053 Sst Gaba,022 L5 ET CTX Glut,False,Slc32a1,7.684,0.226,94.8,4.7,7.458
AId,053 Sst Gaba,022 L5 ET CTX Glut,False,Lhx6,6.369,0.096,86.0,1.9,6.273
AId,053 Sst Gaba,022 L5 ET CTX Glut,False,Maf,5.561,0.422,72.3,8.9,5.139
AId,053 Sst Gaba,022 L5 ET CTX Glut,False,Dlx1,4.596,0.08,67.8,1.6,4.516
AId,053 Sst Gaba,022 L5 ET CTX Glut,False,Cux2,4.873,0.369,69.9,7.5,4.505
AId,053 Sst Gaba,022 L5 ET CTX Glut,False,Moxd1,4.162,0.059,53.6,1.2,4.103
AId,053 Sst Gaba,022 L5 ET CTX Glut,False,Slc30a3,4.26,0.621,63.8,12.3,3.639
AId,053 Sst Gaba,022 L5 ET CTX Glut,False,Pde1c,3.845,0.639,52.2,14.0,3.206
AId,053 Sst Gaba,022 L5 ET CTX Glut,False,Thsd7b,3.155,0.449,45.4,9.2,2.706
AId,053 Sst Gaba,022 L5 ET CTX Glut,False,Ptpru,2.939,0.466,44.3,9.8,2.473
AId,053 Sst Gaba,029 L6b CTX Glut,False,Nxph1,10.388,0.7,99.9,10.9,9.688
AId,053 Sst Gaba,029 L6b CTX Glut,False,Gad2,9.823,0.685,99.8,12.5,9.138
AId,053 Sst Gaba,029 L6b CTX Glut,False,Slc6a1,9.239,0.616,99.1,11.4,8.623
AId,053 Sst Gaba,029 L6b CTX Glut,False,Sox6,7.899,0.132,92.0,2.5,7.767
AId,053 Sst Gaba,029 L6b CTX Glut,False,Slc32a1,7.684,0.152,94.8,2.7,7.532
AId,053 Sst Gaba,029 L6b CTX Glut,False,Calb1,7.97,0.529,86.9,9.6,7.441
AId,053 Sst Gaba,029 L6b CTX Glut,False,Lhx6,6.369,0.102,86.0,2.0,6.267
AId,053 Sst Gaba,029 L6b CTX Glut,False,Maf,5.561,0.192,72.3,3.6,5.369
AId,053 Sst Gaba,029 L6b CTX Glut,False,Cux2,4.873,0.297,69.9,5.7,4.576
AId,053 Sst Gaba,029 L6b CTX Glut,False,Dlx1,4.596,0.175,67.8,3.2,4.421
AId,053 Sst Gaba,029 L6b CTX Glut,False,Vat1l,5.038,0.752,71.7,13.9,4.287
AId,053 Sst Gaba,029 L6b CTX Glut,False,Slc30a3,4.26,0.241,63.8,4.6,4.018
AId,053 Sst Gaba,030 L6 CT CTX Glut,False,Nxph1,10.388,0.431,99.9,7.6,9.957
AId,053 Sst Gaba,030 L6 CT CTX Glut,False,Gad2,9.823,0.676,99.8,12.1,9.147
AId,053 Sst Gaba,030 L6 CT CTX Glut,False,Slc6a1,9.239,0.753,99.1,13.4,8.486
AId,053 Sst Gaba,030 L6 CT CTX Glut,False,Sox6,7.899,0.149,92.0,2.8,7.749
AId,053 Sst Gaba,030 L6 CT CTX Glut,False,Slc32a1,7.684,0.18,94.8,3.2,7.505
AId,053 Sst Gaba,030 L6 CT CTX Glut,False,Calb1,7.97,0.5,86.9,9.0,7.47
AId,053 Sst Gaba,030 L6 CT CTX Glut,False,Reln,7.541,0.346,81.9,6.1,7.195
AId,053 Sst Gaba,030 L6 CT CTX Glut,False,Lhx6,6.369,0.092,86.0,1.6,6.277
AId,053 Sst Gaba,030 L6 CT CTX Glut,False,Maf,5.561,0.293,72.3,5.2,5.268
AId,053 Sst Gaba,030 L6 CT CTX Glut,False,Vat1l,5.038,0.414,71.7,7.4,4.624
AId,053 Sst Gaba,030 L6 CT CTX Glut,False,Cux2,4.873,0.281,69.9,5.0,4.593
AId,053 Sst Gaba,030 L6 CT CTX Glut,False,Dlx1,4.596,0.088,67.8,1.6,4.508
AId,053 Sst Gaba,032 L5 NP CTX Glut,False,Gad2,9.823,0.617,99.8,10.0,9.206
AId,053 Sst Gaba,032 L5 NP CTX Glut,False,Sox6,7.899,0.162,92.0,2.6,7.737
AId,053 Sst Gaba,032 L5 NP CTX Glut,False,Gad1,8.368,0.811,97.4,13.0,7.557
AId,053 Sst Gaba,032 L5 NP CTX Glut,False,Slc32a1,7.684,0.146,94.8,2.4,7.538
AId,053 Sst Gaba,032 L5 NP CTX Glut,False,Calb1,7.97,0.49,86.9,7.9,7.48
AId,053 Sst Gaba,032 L5 NP CTX Glut,False,Reln,7.541,0.272,81.9,4.3,7.268
AId,053 Sst Gaba,032 L5 NP CTX Glut,False,Lhx6,6.369,0.059,86.0,1.0,6.309
AId,053 Sst Gaba,032 L5 NP CTX Glut,False,Maf,5.561,0.814,72.3,12.4,4.747
AId,053 Sst Gaba,032 L5 NP CTX Glut,False,Dlx1,4.596,0.098,67.8,1.6,4.498
AId,053 Sst Gaba,032 L5 NP CTX Glut,False,Cux2,4.873,0.451,69.9,7.2,4.422
AId,053 Sst Gaba,032 L5 NP CTX Glut,False,Vat1l,5.038,0.631,71.7,10.2,4.407
AId,053 Sst Gaba,032 L5 NP CTX Glut,False,Moxd1,4.162,0.046,53.6,0.7,4.117
AId,053 Sst Gaba,046 Vip Gaba,True,Sox6,7.899,0.165,92.0,2.7,7.734
AId,053 Sst Gaba,046 Vip Gaba,True,Calb1,7.97,0.489,86.9,7.6,7.481
AId,053 Sst Gaba,046 Vip Gaba,True,Mpped1,8.162,0.831,95.6,12.7,7.331
AId,053 Sst Gaba,046 Vip Gaba,True,Lhx6,6.369,0.066,86.0,1.1,6.303
AId,053 Sst Gaba,046 Vip Gaba,True,Spon1,5.569,0.27,66.1,4.2,5.299
AId,053 Sst Gaba,046 Vip Gaba,True,Moxd1,4.162,0.052,53.6,0.8,4.11
AId,053 Sst Gaba,046 Vip Gaba,True,Slc30a3,4.26,0.64,63.8,9.8,3.62
AId,053 Sst Gaba,046 Vip Gaba,True,Pdyn,2.337,0.095,28.6,1.4,2.242
AId,053 Sst Gaba,046 Vip Gaba,True,Whrn,2.522,0.309,38.0,4.9,2.212
AId,053 Sst Gaba,046 Vip Gaba,True,Ptpru,2.939,0.948,44.3,14.7,1.991
AId,053 Sst Gaba,046 Vip Gaba,True,Baiap3,2.535,0.604,37.4,9.3,1.931
AId,053 Sst Gaba,046 Vip Gaba,True,Fibcd1,2.248,0.535,34.3,8.0,1.713
AId,053 Sst Gaba,049 Lamp5 Gaba,True,Sox6,7.899,0.182,92.0,3.1,7.716
AId,053 Sst Gaba,049 Lamp5 Gaba,True,Calb1,7.97,0.614,86.9,9.9,7.356
AId,053 Sst Gaba,049 Lamp5 Gaba,True,Lhx6,6.369,0.073,86.0,1.3,6.295
AId,053 Sst Gaba,049 Lamp5 Gaba,True,Spon1,5.569,0.324,66.1,5.6,5.245
AId,053 Sst Gaba,049 Lamp5 Gaba,True,Moxd1,4.162,0.072,53.6,1.2,4.091
AId,053 Sst Gaba,049 Lamp5 Gaba,True,Slc30a3,4.26,0.851,63.8,14.1,3.409
AId,053 Sst Gaba,049 Lamp5 Gaba,True,Pde1c,3.845,0.596,52.2,10.1,3.249
AId,053 Sst Gaba,049 Lamp5 Gaba,True,Whrn,2.522,0.124,38.0,2.2,2.397
AId,053 Sst Gaba,049 Lamp5 Gaba,True,Baiap3,2.535,0.198,37.4,3.5,2.337
AId,053 Sst Gaba,049 Lamp5 Gaba,True,Ptpru,2.939,0.605,44.3,9.8,2.334
AId,053 Sst Gaba,049 Lamp5 Gaba,True,Pdyn,2.337,0.087,28.6,1.5,2.25
AId,053 Sst Gaba,049 Lamp5 Gaba,True,Fibcd1,2.248,0.069,34.3,1.2,2.179
AId,053 Sst Gaba,052 Pvalb Gaba,True,Spon1,5.569,1.046,66.1,14.8,4.522
AId,053 Sst Gaba,052 Pvalb Gaba,True,Pde1c,3.845,0.705,52.2,11.9,3.141
AId,053 Sst Gaba,052 Pvalb Gaba,True,Thsd7b,3.155,0.46,45.4,7.5,2.695
AId,053 Sst Gaba,052 Pvalb Gaba,True,Ptpru,2.939,0.249,44.3,4.4,2.69
AId,053 Sst Gaba,052 Pvalb Gaba,True,Pdyn,2.337,0.083,28.6,1.4,2.254
AId,053 Sst Gaba,052 Pvalb Gaba,True,Fibcd1,2.248,0.238,34.3,4.1,2.01
AId,053 Sst Gaba,052 Pvalb Gaba,True,Baiap3,2.535,0.54,37.4,8.7,1.994
AId,053 Sst Gaba,052 Pvalb Gaba,True,Cacng5,1.572,0.056,25.3,0.9,1.516
BMAp,012 MEA Slc17a7 Glut,073 MEA-BST Sox6 Gaba,False,Slc17a7,8.206,0.174,93.5,3.3,8.032
BMAp,012 MEA Slc17a7 Glut,073 MEA-BST Sox6 Gaba,False,Chst9,6.794,0.457,82.0,7.6,6.337
BMAp,012 MEA Slc17a7 Glut,073 MEA-BST Sox6 Gaba,False,Crym,5.657,0.427,81.8,7.8,5.231
BMAp,012 MEA Slc17a7 Glut,073 MEA-BST Sox6 Gaba,False,Slc30a3,5.307,0.236,77.4,4.3,5.072
BMAp,012 MEA Slc17a7 Glut,073 MEA-BST Sox6 Gaba,False,Rorb,4.219,0.742,55.6,12.2,3.476
BMAp,012 MEA Slc17a7 Glut,073 MEA-BST Sox6 Gaba,False,Tacr1,3.94,0.667,61.6,11.4,3.273
BMAp,012 MEA Slc17a7 Glut,073 MEA-BST Sox6 Gaba,False,Zic2,3.169,0.054,57.3,1.0,3.115
BMAp,012 MEA Slc17a7 Glut,073 MEA-BST Sox6 Gaba,False,Slc17a6,2.568,0.26,39.7,4.8,2.308
BMAp,012 MEA Slc17a7 Glut,073 MEA-BST Sox6 Gaba,False,Tbr1,2.15,0.076,40.5,1.5,2.074
BMAp,012 MEA Slc17a7 Glut,073 MEA-BST Sox6 Gaba,False,Fezf2,1.976,0.005,36.7,0.1,1.971
BMAp,012 MEA Slc17a7 Glut,073 MEA-BST Sox6 Gaba,False,Trh,1.65,0.04,28.0,0.8,1.61
BMAp,012 MEA Slc17a7 Glut,073 MEA-BST Sox6 Gaba,False,Coch,1.86,0.785,35.0,14.9,1.075
BMAp,012 MEA Slc17a7 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Nfib,9.157,0.534,92.9,9.4,8.623
BMAp,012 MEA Slc17a7 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Slc17a7,8.206,0.161,93.5,3.1,8.044
BMAp,012 MEA Slc17a7 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Chst9,6.794,0.185,82.0,3.3,6.609
BMAp,012 MEA Slc17a7 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Crym,5.657,0.196,81.8,3.7,5.461
BMAp,012 MEA Slc17a7 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Slc30a3,5.307,0.242,77.4,4.3,5.065
BMAp,012 MEA Slc17a7 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Rorb,4.219,0.838,55.6,13.6,3.381
BMAp,012 MEA Slc17a7 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Zic2,3.169,0.014,57.3,0.3,3.155
BMAp,012 MEA Slc17a7 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Slc17a6,2.568,0.28,39.7,5.4,2.288
BMAp,012 MEA Slc17a7 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Tbr1,2.15,0.094,40.5,1.8,2.056
BMAp,012 MEA Slc17a7 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Fezf2,1.976,0.005,36.7,0.1,1.97
BMAp,012 MEA Slc17a7 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Cacng5,1.938,0.295,35.7,5.5,1.644
BMAp,012 MEA Slc17a7 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Trh,1.65,0.047,28.0,0.9,1.603
BMAp,012 MEA Slc17a7 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Nfib,9.157,0.453,92.9,8.7,8.704
BMAp,012 MEA Slc17a7 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Slc17a7,8.206,0.13,93.5,2.6,8.076
BMAp,012 MEA Slc17a7 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Chst9,6.794,0.337,82.0,5.9,6.458
BMAp,012 MEA Slc17a7 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Slc30a3,5.307,0.238,77.4,4.3,5.069
BMAp,012 MEA Slc17a7 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Cck,5.781,0.72,79.0,13.8,5.061
BMAp,012 MEA Slc17a7 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Rorb,4.219,0.693,55.6,12.0,3.526
BMAp,012 MEA Slc17a7 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Zic2,3.169,0.008,57.3,0.2,3.16
BMAp,012 MEA Slc17a7 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Slc17a6,2.568,0.289,39.7,5.6,2.279
BMAp,012 MEA Slc17a7 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Moxd1,2.244,0.113,36.6,2.2,2.131
BMAp,012 MEA Slc17a7 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Tbr1,2.15,0.092,40.5,1.8,2.058
