region_user,subclass_A_positive,subclass_B_negative,same_cell_type_label,separator_gene,mean_log2_A,mean_log2_B,pct_A,pct_B,log2_gap
ORBm,006 L4/5 IT CTX Glut,030 L6 CT CTX Glut,False,Synpr,5.667,0.591,76.1,10.3,5.076
ORBm,006 L4/5 IT CTX Glut,030 L6 CT CTX Glut,False,Cux2,4.802,0.263,67.0,4.7,4.54
ORBm,006 L4/5 IT CTX Glut,030 L6 CT CTX Glut,False,Adcyap1,4.339,0.299,65.4,5.1,4.039
ORBm,006 L4/5 IT CTX Glut,030 L6 CT CTX Glut,False,Pou3f2,4.34,0.662,67.8,11.0,3.679
ORBm,006 L4/5 IT CTX Glut,030 L6 CT CTX Glut,False,Tshz1,4.39,0.789,68.2,14.2,3.601
ORBm,006 L4/5 IT CTX Glut,030 L6 CT CTX Glut,False,Bhlhe22,3.502,0.114,58.3,2.1,3.388
ORBm,006 L4/5 IT CTX Glut,030 L6 CT CTX Glut,False,Coch,3.434,0.135,56.7,2.5,3.299
ORBm,006 L4/5 IT CTX Glut,030 L6 CT CTX Glut,False,Calb1,3.616,0.412,52.0,7.4,3.204
ORBm,006 L4/5 IT CTX Glut,030 L6 CT CTX Glut,False,Gpr88,3.291,0.151,51.6,2.7,3.14
ORBm,006 L4/5 IT CTX Glut,030 L6 CT CTX Glut,False,Pld5,2.749,0.157,37.2,2.8,2.592
ORBm,006 L4/5 IT CTX Glut,032 L5 NP CTX Glut,False,Slc30a3,5.965,0.278,84.7,4.5,5.686
ORBm,006 L4/5 IT CTX Glut,032 L5 NP CTX Glut,False,Synpr,5.667,0.564,76.1,9.1,5.103
ORBm,006 L4/5 IT CTX Glut,032 L5 NP CTX Glut,False,Zfp804b,5.258,0.839,63.1,12.3,4.42
ORBm,006 L4/5 IT CTX Glut,032 L5 NP CTX Glut,False,Cux2,4.802,0.393,67.0,6.4,4.409
ORBm,006 L4/5 IT CTX Glut,032 L5 NP CTX Glut,False,Bdnf,5.026,0.877,71.1,13.8,4.149
ORBm,006 L4/5 IT CTX Glut,032 L5 NP CTX Glut,False,Tshz1,4.39,0.262,68.2,4.3,4.128
ORBm,006 L4/5 IT CTX Glut,032 L5 NP CTX Glut,False,Adcyap1,4.339,0.223,65.4,3.7,4.116
ORBm,006 L4/5 IT CTX Glut,032 L5 NP CTX Glut,False,Lamp5,4.328,0.351,65.5,5.8,3.977
ORBm,006 L4/5 IT CTX Glut,032 L5 NP CTX Glut,False,Egr4,3.845,0.494,60.1,7.8,3.351
ORBm,006 L4/5 IT CTX Glut,032 L5 NP CTX Glut,False,Coch,3.434,0.136,56.7,2.3,3.299
ORBm,006 L4/5 IT CTX Glut,032 L5 NP CTX Glut,False,Calb1,3.616,0.382,52.0,6.3,3.234
ORBm,006 L4/5 IT CTX Glut,032 L5 NP CTX Glut,False,Gpr88,3.291,0.263,51.6,4.4,3.027
ORBm,006 L4/5 IT CTX Glut,046 Vip Gaba,False,Rorb,8.555,0.822,96.4,12.3,7.732
ORBm,006 L4/5 IT CTX Glut,046 Vip Gaba,False,Satb2,7.793,0.454,97.8,6.9,7.339
ORBm,006 L4/5 IT CTX Glut,046 Vip Gaba,False,Neurod6,7.335,0.333,95.6,5.1,7.002
ORBm,006 L4/5 IT CTX Glut,046 Vip Gaba,False,Neurod2,6.532,0.285,91.5,4.4,6.247
ORBm,006 L4/5 IT CTX Glut,046 Vip Gaba,False,Mpped1,6.953,0.957,93.1,14.6,5.996
ORBm,006 L4/5 IT CTX Glut,046 Vip Gaba,False,Arc,6.087,0.438,83.6,6.6,5.649
ORBm,006 L4/5 IT CTX Glut,046 Vip Gaba,False,Slc30a3,5.965,0.643,84.7,10.1,5.321
ORBm,006 L4/5 IT CTX Glut,046 Vip Gaba,False,Bdnf,5.026,0.218,71.1,3.4,4.808
ORBm,006 L4/5 IT CTX Glut,046 Vip Gaba,False,Tbr1,5.044,0.363,77.4,5.6,4.68
ORBm,006 L4/5 IT CTX Glut,046 Vip Gaba,False,Meis2,5.255,0.655,69.1,10.0,4.601
ORBm,006 L4/5 IT CTX Glut,046 Vip Gaba,False,Adcyap1,4.339,0.089,65.4,1.3,4.249
ORBm,006 L4/5 IT CTX Glut,046 Vip Gaba,False,Lamp5,4.328,0.285,65.5,4.4,4.043
ORBm,006 L4/5 IT CTX Glut,049 Lamp5 Gaba,False,Rorb,8.555,0.26,96.4,4.3,8.295
ORBm,006 L4/5 IT CTX Glut,049 Lamp5 Gaba,False,Satb2,7.793,0.478,97.8,7.9,7.315
ORBm,006 L4/5 IT CTX Glut,049 Lamp5 Gaba,False,Neurod6,7.335,0.356,95.6,5.9,6.979
ORBm,006 L4/5 IT CTX Glut,049 Lamp5 Gaba,False,Egr3,7.875,0.899,96.5,14.5,6.976
ORBm,006 L4/5 IT CTX Glut,049 Lamp5 Gaba,False,Neurod2,6.532,0.303,91.5,5.1,6.229
ORBm,006 L4/5 IT CTX Glut,049 Lamp5 Gaba,False,Arc,6.087,0.421,83.6,6.9,5.666
ORBm,006 L4/5 IT CTX Glut,049 Lamp5 Gaba,False,Satb1,6.041,0.617,85.7,10.1,5.424
ORBm,006 L4/5 IT CTX Glut,049 Lamp5 Gaba,False,Slc30a3,5.965,0.826,84.7,13.8,5.139
ORBm,006 L4/5 IT CTX Glut,049 Lamp5 Gaba,False,Tbr1,5.044,0.442,77.4,7.1,4.602
ORBm,006 L4/5 IT CTX Glut,049 Lamp5 Gaba,False,Bdnf,5.026,0.431,71.1,7.0,4.595
ORBm,006 L4/5 IT CTX Glut,049 Lamp5 Gaba,False,Meis2,5.255,0.676,69.1,10.9,4.579
ORBm,006 L4/5 IT CTX Glut,049 Lamp5 Gaba,False,Pou3f2,4.34,0.138,67.8,2.4,4.203
ORBm,006 L4/5 IT CTX Glut,052 Pvalb Gaba,False,Rorb,8.555,0.605,96.4,10.1,7.949
ORBm,006 L4/5 IT CTX Glut,052 Pvalb Gaba,False,Satb2,7.793,0.62,97.8,10.3,7.173
ORBm,006 L4/5 IT CTX Glut,052 Pvalb Gaba,False,Nfix,7.87,0.829,97.5,14.7,7.041
ORBm,006 L4/5 IT CTX Glut,052 Pvalb Gaba,False,Neurod6,7.335,0.387,95.6,6.7,6.948
ORBm,006 L4/5 IT CTX Glut,052 Pvalb Gaba,False,Neurod2,6.532,0.336,91.5,5.8,6.196
ORBm,006 L4/5 IT CTX Glut,052 Pvalb Gaba,False,Arc,6.087,0.41,83.6,7.0,5.677
ORBm,006 L4/5 IT CTX Glut,052 Pvalb Gaba,False,Bdnf,5.026,0.308,71.1,5.5,4.718
ORBm,006 L4/5 IT CTX Glut,052 Pvalb Gaba,False,Meis2,5.255,0.585,69.1,10.2,4.671
ORBm,006 L4/5 IT CTX Glut,052 Pvalb Gaba,False,Tbr1,5.044,0.495,77.4,8.6,4.549
ORBm,006 L4/5 IT CTX Glut,052 Pvalb Gaba,False,Adcyap1,4.339,0.104,65.4,1.9,4.234
ORBm,006 L4/5 IT CTX Glut,052 Pvalb Gaba,False,Lamp5,4.328,0.286,65.5,5.0,4.042
ORBm,006 L4/5 IT CTX Glut,052 Pvalb Gaba,False,Pou3f2,4.34,0.333,67.8,5.9,4.008
ORBm,006 L4/5 IT CTX Glut,053 Sst Gaba,False,Rorb,8.555,0.425,96.4,7.3,8.129
ORBm,006 L4/5 IT CTX Glut,053 Sst Gaba,False,Satb2,7.793,0.554,97.8,9.4,7.239
ORBm,006 L4/5 IT CTX Glut,053 Sst Gaba,False,Nfix,7.87,0.708,97.5,12.5,7.161
ORBm,006 L4/5 IT CTX Glut,053 Sst Gaba,False,Neurod6,7.335,0.399,95.6,7.0,6.936
ORBm,006 L4/5 IT CTX Glut,053 Sst Gaba,False,Neurod2,6.532,0.332,91.5,5.8,6.201
ORBm,006 L4/5 IT CTX Glut,053 Sst Gaba,False,Arc,6.087,0.746,83.6,12.9,5.341
ORBm,006 L4/5 IT CTX Glut,053 Sst Gaba,False,Nfib,5.739,0.789,79.3,13.5,4.95
ORBm,006 L4/5 IT CTX Glut,053 Sst Gaba,False,Meis2,5.255,0.632,69.1,10.9,4.624
ORBm,006 L4/5 IT CTX Glut,053 Sst Gaba,False,Tbr1,5.044,0.516,77.4,9.0,4.527
ORBm,006 L4/5 IT CTX Glut,053 Sst Gaba,False,Bdnf,5.026,0.655,71.1,11.0,4.371
ORBm,006 L4/5 IT CTX Glut,053 Sst Gaba,False,Adcyap1,4.339,0.106,65.4,1.8,4.233
ORBm,006 L4/5 IT CTX Glut,053 Sst Gaba,False,Pou3f2,4.34,0.206,67.8,3.5,4.135
ORBm,007 L2/3 IT CTX Glut,004 L6 IT CTX Glut,False,Cux2,7.38,0.332,94.7,5.7,7.049
ORBm,007 L2/3 IT CTX Glut,004 L6 IT CTX Glut,False,Lamp5,6.439,0.769,85.5,13.2,5.67
ORBm,007 L2/3 IT CTX Glut,004 L6 IT CTX Glut,False,Bhlhe22,4.979,0.659,73.4,11.6,4.319
ORBm,007 L2/3 IT CTX Glut,004 L6 IT CTX Glut,False,Gpr88,4.119,0.337,65.2,6.0,3.782
ORBm,007 L2/3 IT CTX Glut,004 L6 IT CTX Glut,False,Otof,2.923,0.458,46.5,8.2,2.465
ORBm,007 L2/3 IT CTX Glut,004 L6 IT CTX Glut,False,Pou3f1,2.487,0.505,41.0,8.8,1.982
ORBm,007 L2/3 IT CTX Glut,004 L6 IT CTX Glut,False,Pdyn,1.798,0.129,28.9,2.3,1.669
ORBm,007 L2/3 IT CTX Glut,004 L6 IT CTX Glut,False,Grp,1.968,0.302,31.7,5.2,1.665
ORBm,007 L2/3 IT CTX Glut,004 L6 IT CTX Glut,False,Reln,1.804,0.427,30.2,7.4,1.377
ORBm,007 L2/3 IT CTX Glut,005 L5 IT CTX Glut,False,Cux2,7.38,0.668,94.7,10.8,6.712
ORBm,007 L2/3 IT CTX Glut,005 L5 IT CTX Glut,False,Gpr88,4.119,0.834,65.2,13.5,3.286
ORBm,007 L2/3 IT CTX Glut,005 L5 IT CTX Glut,False,Otof,2.923,0.102,46.5,2.0,2.821
ORBm,007 L2/3 IT CTX Glut,005 L5 IT CTX Glut,False,Grp,1.968,0.139,31.7,2.6,1.829
ORBm,007 L2/3 IT CTX Glut,005 L5 IT CTX Glut,False,Pdyn,1.798,0.15,28.9,2.8,1.649
ORBm,007 L2/3 IT CTX Glut,005 L5 IT CTX Glut,False,Reln,1.804,0.3,30.2,5.7,1.504
ORBm,007 L2/3 IT CTX Glut,005 L5 IT CTX Glut,False,Penk,1.874,0.42,28.3,7.6,1.454
ORBm,007 L2/3 IT CTX Glut,006 L4/5 IT CTX Glut,False,Otof,2.923,0.213,46.5,3.9,2.71
ORBm,007 L2/3 IT CTX Glut,006 L4/5 IT CTX Glut,False,Penk,1.874,0.185,28.3,3.3,1.689
ORBm,007 L2/3 IT CTX Glut,006 L4/5 IT CTX Glut,False,Pdyn,1.798,0.158,28.9,3.0,1.641
ORBm,007 L2/3 IT CTX Glut,006 L4/5 IT CTX Glut,False,Reln,1.804,0.416,30.2,7.5,1.388
ORBm,007 L2/3 IT CTX Glut,006 L4/5 IT CTX Glut,False,Grp,1.968,0.675,31.7,11.5,1.293
ORBm,007 L2/3 IT CTX Glut,022 L5 ET CTX Glut,False,Cux2,7.38,0.279,94.7,5.2,7.101
ORBm,007 L2/3 IT CTX Glut,022 L5 ET CTX Glut,False,Calb1,7.409,0.809,94.7,14.7,6.6
ORBm,007 L2/3 IT CTX Glut,022 L5 ET CTX Glut,False,Slc30a3,5.288,0.76,78.0,13.4,4.527
ORBm,007 L2/3 IT CTX Glut,022 L5 ET CTX Glut,False,Gpr88,4.119,0.128,65.2,2.4,3.991
ORBm,007 L2/3 IT CTX Glut,022 L5 ET CTX Glut,False,Otof,2.923,0.155,46.5,2.9,2.768
ORBm,007 L2/3 IT CTX Glut,022 L5 ET CTX Glut,False,Penk,1.874,0.227,28.3,4.2,1.647
ORBm,007 L2/3 IT CTX Glut,022 L5 ET CTX Glut,False,Oprd1,1.392,0.186,25.1,3.6,1.206
ORBm,007 L2/3 IT CTX Glut,029 L6b CTX Glut,False,Cux2,7.38,0.261,94.7,4.6,7.12
ORBm,007 L2/3 IT CTX Glut,029 L6b CTX Glut,False,Calb1,7.409,0.381,94.7,6.8,7.027
ORBm,007 L2/3 IT CTX Glut,029 L6b CTX Glut,False,Lamp5,6.439,0.268,85.5,4.8,6.171
ORBm,007 L2/3 IT CTX Glut,029 L6b CTX Glut,False,Synpr,6.004,0.537,81.8,9.3,5.468
ORBm,007 L2/3 IT CTX Glut,029 L6b CTX Glut,False,Slc30a3,5.288,0.253,78.0,4.6,5.034
ORBm,007 L2/3 IT CTX Glut,029 L6b CTX Glut,False,Matn2,4.651,0.406,68.4,7.2,4.245
ORBm,007 L2/3 IT CTX Glut,029 L6b CTX Glut,False,Gpr88,4.119,0.383,65.2,6.8,3.737
ORBm,007 L2/3 IT CTX Glut,029 L6b CTX Glut,False,Pou3f2,3.574,0.286,56.6,5.0,3.288
ORBm,007 L2/3 IT CTX Glut,029 L6b CTX Glut,False,Pou3f3,3.428,0.279,56.0,4.7,3.149
ORBm,007 L2/3 IT CTX Glut,029 L6b CTX Glut,False,Nos1,3.311,0.231,48.7,4.0,3.081
ORBm,007 L2/3 IT CTX Glut,029 L6b CTX Glut,False,Otof,2.923,0.048,46.5,0.9,2.875
ORBm,007 L2/3 IT CTX Glut,029 L6b CTX Glut,False,Vat1l,2.962,0.44,48.9,8.0,2.522
ORBm,007 L2/3 IT CTX Glut,030 L6 CT CTX Glut,False,Cux2,7.38,0.263,94.7,4.7,7.118
ORBm,007 L2/3 IT CTX Glut,030 L6 CT CTX Glut,False,Calb1,7.409,0.412,94.7,7.4,6.996
ORBm,007 L2/3 IT CTX Glut,030 L6 CT CTX Glut,False,Synpr,6.004,0.591,81.8,10.3,5.414
ORBm,007 L2/3 IT CTX Glut,030 L6 CT CTX Glut,False,Slc30a3,5.288,0.261,78.0,4.7,5.026
ORBm,007 L2/3 IT CTX Glut,030 L6 CT CTX Glut,False,Bhlhe22,4.979,0.114,73.4,2.1,4.864
ORBm,007 L2/3 IT CTX Glut,030 L6 CT CTX Glut,False,Gpr88,4.119,0.151,65.2,2.7,3.969
ORBm,007 L2/3 IT CTX Glut,030 L6 CT CTX Glut,False,Pou3f2,3.574,0.662,56.6,11.0,2.912
ORBm,007 L2/3 IT CTX Glut,030 L6 CT CTX Glut,False,Otof,2.923,0.075,46.5,1.4,2.848
ORBm,007 L2/3 IT CTX Glut,030 L6 CT CTX Glut,False,Nos1,3.311,0.56,48.7,9.7,2.751
ORBm,007 L2/3 IT CTX Glut,030 L6 CT CTX Glut,False,Vat1l,2.962,0.425,48.9,7.5,2.537
ORBm,007 L2/3 IT CTX Glut,030 L6 CT CTX Glut,False,Pou3f1,2.487,0.064,41.0,1.2,2.423
ORBm,007 L2/3 IT CTX Glut,030 L6 CT CTX Glut,False,Penk,1.874,0.132,28.3,2.4,1.742
ORBm,007 L2/3 IT CTX Glut,032 L5 NP CTX Glut,False,Calb1,7.409,0.382,94.7,6.3,7.026
ORBm,007 L2/3 IT CTX Glut,032 L5 NP CTX Glut,False,Cux2,7.38,0.393,94.7,6.4,6.988
ORBm,007 L2/3 IT CTX Glut,032 L5 NP CTX Glut,False,Lamp5,6.439,0.351,85.5,5.8,6.088
ORBm,007 L2/3 IT CTX Glut,032 L5 NP CTX Glut,False,Synpr,6.004,0.564,81.8,9.1,5.441
ORBm,007 L2/3 IT CTX Glut,032 L5 NP CTX Glut,False,Slc30a3,5.288,0.278,78.0,4.5,5.009
ORBm,007 L2/3 IT CTX Glut,032 L5 NP CTX Glut,False,Bhlhe22,4.979,0.907,73.4,14.5,4.071
ORBm,007 L2/3 IT CTX Glut,032 L5 NP CTX Glut,False,Gpr88,4.119,0.263,65.2,4.4,3.856
ORBm,007 L2/3 IT CTX Glut,032 L5 NP CTX Glut,False,Bdnf,4.624,0.877,62.1,13.8,3.747
ORBm,007 L2/3 IT CTX Glut,032 L5 NP CTX Glut,False,Rspo2,3.86,0.267,58.5,4.3,3.594
ORBm,007 L2/3 IT CTX Glut,032 L5 NP CTX Glut,False,Rgs2,4.106,0.903,65.1,14.7,3.204
ORBm,007 L2/3 IT CTX Glut,032 L5 NP CTX Glut,False,Zfp804b,3.86,0.839,54.9,12.3,3.022
ORBm,007 L2/3 IT CTX Glut,032 L5 NP CTX Glut,False,Nos1,3.311,0.432,48.7,6.8,2.879
ORBm,007 L2/3 IT CTX Glut,046 Vip Gaba,False,Meis2,9.101,0.655,99.0,10.0,8.446
ORBm,007 L2/3 IT CTX Glut,046 Vip Gaba,False,Calb1,7.409,0.366,94.7,5.7,7.043
ORBm,007 L2/3 IT CTX Glut,046 Vip Gaba,False,Satb2,7.332,0.454,94.5,6.9,6.878
ORBm,007 L2/3 IT CTX Glut,046 Vip Gaba,False,Mpped1,7.272,0.957,94.8,14.6,6.315
ORBm,007 L2/3 IT CTX Glut,046 Vip Gaba,False,Lamp5,6.439,0.285,85.5,4.4,6.154
ORBm,007 L2/3 IT CTX Glut,046 Vip Gaba,False,Neurod2,5.773,0.285,84.9,4.4,5.488
ORBm,007 L2/3 IT CTX Glut,046 Vip Gaba,False,Bhlhe22,4.979,0.082,73.4,1.3,4.897
ORBm,007 L2/3 IT CTX Glut,046 Vip Gaba,False,Slc30a3,5.288,0.643,78.0,10.1,4.644
ORBm,007 L2/3 IT CTX Glut,046 Vip Gaba,False,Bdnf,4.624,0.218,62.1,3.4,4.406
ORBm,007 L2/3 IT CTX Glut,046 Vip Gaba,False,Neurod6,4.685,0.333,71.3,5.1,4.352
ORBm,007 L2/3 IT CTX Glut,046 Vip Gaba,False,Matn2,4.651,0.35,68.4,5.5,4.301
ORBm,007 L2/3 IT CTX Glut,046 Vip Gaba,False,Gpr88,4.119,0.168,65.2,2.6,3.952
ORBm,007 L2/3 IT CTX Glut,049 Lamp5 Gaba,False,Meis2,9.101,0.676,99.0,10.9,8.425
ORBm,007 L2/3 IT CTX Glut,049 Lamp5 Gaba,False,Calb1,7.409,0.385,94.7,6.4,7.024
ORBm,007 L2/3 IT CTX Glut,049 Lamp5 Gaba,False,Satb2,7.332,0.478,94.5,7.9,6.854
ORBm,007 L2/3 IT CTX Glut,049 Lamp5 Gaba,False,Egr3,6.886,0.899,88.6,14.5,5.987
ORBm,007 L2/3 IT CTX Glut,049 Lamp5 Gaba,False,Neurod2,5.773,0.303,84.9,5.1,5.47
ORBm,007 L2/3 IT CTX Glut,049 Lamp5 Gaba,False,Bhlhe22,4.979,0.281,73.4,4.5,4.698
ORBm,007 L2/3 IT CTX Glut,049 Lamp5 Gaba,False,Slc30a3,5.288,0.826,78.0,13.8,4.462
ORBm,007 L2/3 IT CTX Glut,049 Lamp5 Gaba,False,Matn2,4.651,0.196,68.4,3.4,4.455
ORBm,007 L2/3 IT CTX Glut,049 Lamp5 Gaba,False,Neurod6,4.685,0.356,71.3,5.9,4.329
ORBm,007 L2/3 IT CTX Glut,049 Lamp5 Gaba,False,Bdnf,4.624,0.431,62.1,7.0,4.193
ORBm,007 L2/3 IT CTX Glut,049 Lamp5 Gaba,False,Gpr88,4.119,0.102,65.2,1.8,4.018
ORBm,007 L2/3 IT CTX Glut,049 Lamp5 Gaba,False,Rspo2,3.86,0.179,58.5,2.9,3.681
ORBm,007 L2/3 IT CTX Glut,052 Pvalb Gaba,False,Meis2,9.101,0.585,99.0,10.2,8.516
ORBm,007 L2/3 IT CTX Glut,052 Pvalb Gaba,False,Satb2,7.332,0.62,94.5,10.3,6.712
ORBm,007 L2/3 IT CTX Glut,052 Pvalb Gaba,False,Nfix,7.031,0.829,93.5,14.7,6.202
ORBm,007 L2/3 IT CTX Glut,052 Pvalb Gaba,False,Lamp5,6.439,0.286,85.5,5.0,6.153
ORBm,007 L2/3 IT CTX Glut,052 Pvalb Gaba,False,Neurod2,5.773,0.336,84.9,5.8,5.437
ORBm,007 L2/3 IT CTX Glut,052 Pvalb Gaba,False,Bhlhe22,4.979,0.143,73.4,2.5,4.835
ORBm,007 L2/3 IT CTX Glut,052 Pvalb Gaba,False,Bdnf,4.624,0.308,62.1,5.5,4.316
ORBm,007 L2/3 IT CTX Glut,052 Pvalb Gaba,False,Neurod6,4.685,0.387,71.3,6.7,4.298
ORBm,007 L2/3 IT CTX Glut,052 Pvalb Gaba,False,Gpr88,4.119,0.089,65.2,1.6,4.03
ORBm,007 L2/3 IT CTX Glut,052 Pvalb Gaba,False,Cbln2,3.86,0.367,56.1,6.3,3.494
ORBm,007 L2/3 IT CTX Glut,052 Pvalb Gaba,False,Tbr1,3.958,0.495,63.6,8.6,3.463
ORBm,007 L2/3 IT CTX Glut,052 Pvalb Gaba,False,Pou3f2,3.574,0.333,56.6,5.9,3.241
ORBm,007 L2/3 IT CTX Glut,053 Sst Gaba,False,Meis2,9.101,0.632,99.0,10.9,8.469
ORBm,007 L2/3 IT CTX Glut,053 Sst Gaba,False,Satb2,7.332,0.554,94.5,9.4,6.778
ORBm,007 L2/3 IT CTX Glut,053 Sst Gaba,False,Nfib,7.294,0.789,92.7,13.5,6.505
ORBm,007 L2/3 IT CTX Glut,053 Sst Gaba,False,Nfix,7.031,0.708,93.5,12.5,6.323
ORBm,007 L2/3 IT CTX Glut,053 Sst Gaba,False,Lamp5,6.439,0.278,85.5,4.9,6.161
ORBm,007 L2/3 IT CTX Glut,053 Sst Gaba,False,Neurod2,5.773,0.332,84.9,5.8,5.441
ORBm,007 L2/3 IT CTX Glut,053 Sst Gaba,False,Bhlhe22,4.979,0.09,73.4,1.6,4.889
ORBm,007 L2/3 IT CTX Glut,053 Sst Gaba,False,Neurod6,4.685,0.399,71.3,7.0,4.285
ORBm,007 L2/3 IT CTX Glut,053 Sst Gaba,False,Gpr88,4.119,0.132,65.2,2.3,3.988
ORBm,007 L2/3 IT CTX Glut,053 Sst Gaba,False,Bdnf,4.624,0.655,62.1,11.0,3.969
ORBm,007 L2/3 IT CTX Glut,053 Sst Gaba,False,Cbln2,3.86,0.389,56.1,6.7,3.471
ORBm,007 L2/3 IT CTX Glut,053 Sst Gaba,False,Tbr1,3.958,0.516,63.6,9.0,3.442
ORBm,022 L5 ET CTX Glut,004 L6 IT CTX Glut,False,Pou3f1,7.053,0.505,92.1,8.8,6.548
ORBm,022 L5 ET CTX Glut,004 L6 IT CTX Glut,False,Lamp5,6.394,0.769,88.9,13.2,5.625
ORBm,022 L5 ET CTX Glut,004 L6 IT CTX Glut,False,Reln,4.285,0.427,64.3,7.4,3.858
ORBm,022 L5 ET CTX Glut,004 L6 IT CTX Glut,False,Npr3,4.486,0.726,70.8,12.9,3.76
ORBm,022 L5 ET CTX Glut,004 L6 IT CTX Glut,False,Bhlhe22,3.906,0.659,64.2,11.6,3.247
ORBm,022 L5 ET CTX Glut,004 L6 IT CTX Glut,False,Lratd2,2.789,0.059,47.3,1.1,2.73
ORBm,022 L5 ET CTX Glut,004 L6 IT CTX Glut,False,Grp,2.773,0.302,44.9,5.2,2.47
ORBm,022 L5 ET CTX Glut,004 L6 IT CTX Glut,False,Npnt,1.752,0.113,27.5,2.1,1.64
ORBm,022 L5 ET CTX Glut,004 L6 IT CTX Glut,False,Pdyn,1.623,0.129,26.6,2.3,1.494
ORBm,022 L5 ET CTX Glut,004 L6 IT CTX Glut,False,Zfhx3,1.496,0.193,26.4,3.6,1.303
ORBm,022 L5 ET CTX Glut,004 L6 IT CTX Glut,False,Foxp2,1.55,0.371,25.9,6.5,1.18
ORBm,022 L5 ET CTX Glut,004 L6 IT CTX Glut,False,Rbp4,1.498,0.462,27.4,8.5,1.036
ORBm,022 L5 ET CTX Glut,005 L5 IT CTX Glut,True,Npr3,4.486,0.5,70.8,9.4,3.986
ORBm,022 L5 ET CTX Glut,005 L5 IT CTX Glut,True,Reln,4.285,0.3,64.3,5.7,3.985
ORBm,022 L5 ET CTX Glut,005 L5 IT CTX Glut,True,Grp,2.773,0.139,44.9,2.6,2.634
ORBm,022 L5 ET CTX Glut,005 L5 IT CTX Glut,True,Lratd2,2.789,0.157,47.3,3.0,2.632
ORBm,022 L5 ET CTX Glut,005 L5 IT CTX Glut,True,Pdyn,1.623,0.15,26.6,2.8,1.474
ORBm,022 L5 ET CTX Glut,005 L5 IT CTX Glut,True,Zfhx3,1.496,0.34,26.4,6.5,1.155
ORBm,022 L5 ET CTX Glut,005 L5 IT CTX Glut,True,Npnt,1.752,0.623,27.5,11.2,1.13
ORBm,022 L5 ET CTX Glut,005 L5 IT CTX Glut,True,Foxp2,1.55,0.472,25.9,8.8,1.078
ORBm,022 L5 ET CTX Glut,006 L4/5 IT CTX Glut,False,Npr3,4.486,0.105,70.8,2.1,4.381
ORBm,022 L5 ET CTX Glut,006 L4/5 IT CTX Glut,False,Reln,4.285,0.416,64.3,7.5,3.869
ORBm,022 L5 ET CTX Glut,006 L4/5 IT CTX Glut,False,Lratd2,2.789,0.074,47.3,1.4,2.715
ORBm,022 L5 ET CTX Glut,006 L4/5 IT CTX Glut,False,Grp,2.773,0.675,44.9,11.5,2.098
ORBm,022 L5 ET CTX Glut,006 L4/5 IT CTX Glut,False,Rgs9,2.554,0.586,44.7,10.9,1.968
ORBm,022 L5 ET CTX Glut,006 L4/5 IT CTX Glut,False,Rxfp1,2.105,0.447,34.1,7.4,1.657
ORBm,022 L5 ET CTX Glut,006 L4/5 IT CTX Glut,False,Pdyn,1.623,0.158,26.6,3.0,1.466
ORBm,022 L5 ET CTX Glut,006 L4/5 IT CTX Glut,False,Zfhx3,1.496,0.37,26.4,7.1,1.126
ORBm,022 L5 ET CTX Glut,006 L4/5 IT CTX Glut,False,Foxp2,1.55,0.523,25.9,9.6,1.027
ORBm,022 L5 ET CTX Glut,007 L2/3 IT CTX Glut,False,Fezf2,7.132,0.155,94.1,2.9,6.978
ORBm,022 L5 ET CTX Glut,007 L2/3 IT CTX Glut,False,Lratd2,2.789,0.11,47.3,2.1,2.679
ORBm,022 L5 ET CTX Glut,007 L2/3 IT CTX Glut,False,Rxfp1,2.105,0.219,34.1,3.8,1.885
ORBm,022 L5 ET CTX Glut,007 L2/3 IT CTX Glut,False,Foxp2,1.55,0.262,25.9,4.7,1.289
ORBm,022 L5 ET CTX Glut,007 L2/3 IT CTX Glut,False,Rbp4,1.498,0.396,27.4,7.5,1.101
ORBm,022 L5 ET CTX Glut,029 L6b CTX Glut,False,Pou3f1,7.053,0.08,92.1,1.4,6.973
ORBm,022 L5 ET CTX Glut,029 L6b CTX Glut,False,Lamp5,6.394,0.268,88.9,4.8,6.126
ORBm,022 L5 ET CTX Glut,029 L6b CTX Glut,False,Etv1,6.735,0.9,90.2,14.6,5.835
ORBm,022 L5 ET CTX Glut,029 L6b CTX Glut,False,Vat1l,6.207,0.44,87.9,8.0,5.766
ORBm,022 L5 ET CTX Glut,029 L6b CTX Glut,False,Adcyap1,4.394,0.234,65.8,4.2,4.16
ORBm,022 L5 ET CTX Glut,029 L6b CTX Glut,False,Npr3,4.486,0.461,70.8,8.1,4.025
ORBm,022 L5 ET CTX Glut,029 L6b CTX Glut,False,Reln,4.285,0.745,64.3,12.6,3.54
ORBm,022 L5 ET CTX Glut,029 L6b CTX Glut,False,Pou3f3,3.287,0.279,54.2,4.7,3.008
ORBm,022 L5 ET CTX Glut,029 L6b CTX Glut,False,Grp,2.773,0.042,44.9,0.8,2.73
ORBm,022 L5 ET CTX Glut,029 L6b CTX Glut,False,Lratd2,2.789,0.155,47.3,2.8,2.634
ORBm,022 L5 ET CTX Glut,029 L6b CTX Glut,False,Rorb,2.34,0.449,35.6,7.8,1.892
ORBm,022 L5 ET CTX Glut,029 L6b CTX Glut,False,Npnt,1.752,0.103,27.5,1.8,1.649
